user_id,product_id,interaction_type,timestamp,rating
835,283,click,2023-06-01 02:20:00,3
426,245,view,2023-06-01 02:21:00,5
30,141,view,2023-06-01 02:22:00,4
940,433,view,2023-06-01 02:23:00,5
119,440,view,2023-06-01 02:24:00,5
494,156,view,2023-06-01 02:25:00,4
620,414,view,2023-06-01 02:26:00,5
680,191,view,2023-06-01 02:27:00,5
162,288,view,2023-06-01 02:28:00,5
16,386,purchase,2023-06-01 02:29:00,3
409,351,purchase,2023-06-01 02:30:00,5
744,472,view,2023-06-01 02:31:00,5
313,120,view,2023-06-01 02:32:00,5
477,114,purchase,2023-06-01 02:33:00,4
337,432,view,2023-06-01 02:34:00,4
399,451,click,2023-06-01 02:35:00,2
163,240,view,2023-06-01 02:36:00,4
544,455,view,2023-06-01 02:37:00,4
428,195,purchase,2023-06-01 02:38:00,3
977,482,view,2023-06-01 02:39:00,3
193,494,view,2023-06-01 02:40:00,5
445,414,purchase,2023-06-01 02:41:00,3
182,136,click,2023-06-01 02:42:00,3
915,346,click,2023-06-01 02:43:00,5
130,264,purchase,2023-06-01 02:44:00,5
218,370,view,2023-06-01 02:45:00,2
449,389,view,2023-06-01 02:46:00,5
445,271,view,2023-06-01 02:47:00,5
278,405,click,2023-06-01 02:48:00,4
363,95,purchase,2023-06-01 02:49:00,5
71,211,purchase,2023-06-01 02:50:00,4
640,459,click,2023-06-01 02:51:00,4
92,474,purchase,2023-06-01 02:52:00,4
131,213,purchase,2023-06-01 02:53:00,4
637,154,purchase,2023-06-01 02:54:00,5
939,320,view,2023-06-01 02:55:00,5
814,320,click,2023-06-01 02:56:00,3
851,221,click,2023-06-01 02:57:00,3
266,312,view,2023-06-01 02:58:00,5
934,450,view,2023-06-01 02:59:00,5
504,122,click,2023-06-01 03:00:00,4
717,283,purchase,2023-06-01 03:01:00,4
972,429,purchase,2023-06-01 03:02:00,5
191,129,purchase,2023-06-01 03:03:00,2
828,387,purchase,2023-06-01 03:04:00,5
392,25,view,2023-06-01 03:05:00,5
685,373,view,2023-06-01 03:06:00,3
654,77,view,2023-06-01 03:07:00,5
446,9,click,2023-06-01 03:08:00,5
29,16,purchase,2023-06-01 03:09:00,2
353,234,purchase,2023-06-01 03:10:00,3
528,375,view,2023-06-01 03:11:00,3
930,353,click,2023-06-01 03:12:00,5
23,321,view,2023-06-01 03:13:00,3
112,300,view,2023-06-01 03:14:00,4
534,469,purchase,2023-06-01 03:15:00,3
743,273,wishlist,2023-06-01 03:16:00,2
444,324,view,2023-06-01 03:17:00,4
332,181,click,2023-06-01 03:18:00,5
95,64,view,2023-06-01 03:19:00,3
894,213,view,2023-06-01 03:20:00,3
585,123,purchase,2023-06-01 03:21:00,4
37,307,click,2023-06-01 03:22:00,3
896,202,view,2023-06-01 03:23:00,5
537,141,click,2023-06-01 03:24:00,2
89,413,view,2023-06-01 03:26:00,4
728,319,click,2023-06-01 03:27:00,5
722,373,view,2023-06-01 03:28:00,3
201,500,view,2023-06-01 03:29:00,3
221,25,view,2023-06-01 03:30:00,3
37,212,wishlist,2023-06-01 03:31:00,4
942,263,click,2023-06-01 03:32:00,4
735,460,view,2023-06-01 03:33:00,4
688,100,click,2023-06-01 03:34:00,4
513,191,view,2023-06-01 03:35:00,4
634,452,view,2023-06-01 03:36:00,5
346,355,purchase,2023-06-01 03:37:00,4
154,51,view,2023-06-01 03:38:00,4
991,121,view,2023-06-01 03:39:00,3
409,444,purchase,2023-06-01 03:40:00,5
602,267,view,2023-06-01 03:41:00,5
735,308,view,2023-06-01 03:42:00,3
628,494,view,2023-06-01 03:43:00,4
303,233,view,2023-06-01 03:44:00,4
959,107,view,2023-06-01 03:45:00,3
483,383,view,2023-06-01 03:46:00,5
387,178,view,2023-06-01 03:47:00,5
718,362,view,2023-06-01 03:48:00,3
726,178,click,2023-06-01 03:49:00,3
289,155,wishlist,2023-06-01 03:50:00,3
603,280,click,2023-06-01 03:51:00,3
59,113,wishlist,2023-06-01 03:52:00,5
384,330,click,2023-06-01 03:53:00,3
915,409,view,2023-06-01 03:54:00,2
733,74,click,2023-06-01 03:55:00,5
811,97,click,2023-06-01 03:56:00,5
675,221,purchase,2023-06-01 03:57:00,3
410,262,purchase,2023-06-01 03:58:00,5
993,404,view,2023-06-01 03:59:00,4
933,240,view,2023-06-01 04:00:00,3
286,404,view,2023-06-01 04:01:00,5
33,275,click,2023-06-01 04:02:00,3
536,218,click,2023-06-01 04:03:00,3
772,189,wishlist,2023-06-01 04:04:00,3
308,142,purchase,2023-06-01 04:05:00,1
768,392,click,2023-06-01 04:06:00,5
356,217,purchase,2023-06-01 04:07:00,4
40,258,click,2023-06-01 04:08:00,5
85,190,view,2023-06-01 04:09:00,5
542,372,view,2023-06-01 04:10:00,5
526,3,click,2023-06-01 04:11:00,2
480,197,view,2023-06-01 04:12:00,4
123,140,view,2023-06-01 04:13:00,2
425,372,view,2023-06-01 04:14:00,5
856,132,purchase,2023-06-01 04:15:00,5
419,403,wishlist,2023-06-01 04:16:00,4
769,193,click,2023-06-01 04:17:00,5
617,457,view,2023-06-01 04:18:00,2
340,313,view,2023-06-01 04:19:00,1
255,339,view,2023-06-01 04:20:00,5
847,154,wishlist,2023-06-01 04:21:00,3
201,302,purchase,2023-06-01 04:22:00,4
868,130,view,2023-06-01 04:23:00,4
875,396,wishlist,2023-06-01 04:24:00,4
738,59,view,2023-06-01 04:25:00,5
630,155,click,2023-06-01 04:26:00,4
589,55,view,2023-06-01 04:27:00,5
844,55,view,2023-06-01 04:28:00,5
718,11,view,2023-06-01 04:29:00,4
898,370,wishlist,2023-06-01 04:30:00,4
183,115,click,2023-06-01 04:31:00,4
972,315,view,2023-06-01 04:32:00,1
653,332,click,2023-06-01 04:33:00,5
850,228,view,2023-06-01 04:34:00,5
625,80,purchase,2023-06-01 04:35:00,4
440,151,click,2023-06-01 04:36:00,5
899,470,view,2023-06-01 04:37:00,4
615,199,purchase,2023-06-01 04:38:00,2
744,52,purchase,2023-06-01 04:39:00,5
776,374,click,2023-06-01 04:40:00,5
49,345,click,2023-06-01 04:41:00,5
632,204,click,2023-06-01 04:42:00,1
592,271,view,2023-06-01 04:43:00,5
280,499,view,2023-06-01 04:44:00,5
792,32,view,2023-06-01 04:45:00,2
870,80,view,2023-06-01 04:46:00,2
291,459,view,2023-06-01 04:47:00,3
763,84,purchase,2023-06-01 04:48:00,4
577,204,view,2023-06-01 04:49:00,5
316,247,view,2023-06-01 04:50:00,4
823,299,click,2023-06-01 04:51:00,3
855,230,view,2023-06-01 04:52:00,4
87,288,view,2023-06-01 04:53:00,4
530,262,view,2023-06-01 04:54:00,4
12,455,view,2023-06-01 04:55:00,3
108,228,view,2023-06-01 04:56:00,3
8,418,click,2023-06-01 04:57:00,5
335,366,purchase,2023-06-01 04:58:00,1
664,282,click,2023-06-01 04:59:00,1
664,87,purchase,2023-06-01 05:00:00,4
355,298,view,2023-06-01 05:01:00,3
864,487,purchase,2023-06-01 05:02:00,4
781,13,wishlist,2023-06-01 05:03:00,5
559,454,wishlist,2023-06-01 05:04:00,4
470,241,view,2023-06-01 05:05:00,4
567,10,purchase,2023-06-01 05:06:00,4
820,427,view,2023-06-01 05:07:00,3
761,361,purchase,2023-06-01 05:08:00,4
154,271,view,2023-06-01 05:09:00,4
161,427,view,2023-06-01 05:10:00,3
943,480,wishlist,2023-06-01 05:11:00,5
622,143,purchase,2023-06-01 05:12:00,4
257,70,wishlist,2023-06-01 05:13:00,4
899,433,click,2023-06-01 05:14:00,1
619,404,wishlist,2023-06-01 05:15:00,5
607,228,click,2023-06-01 05:16:00,5
807,360,view,2023-06-01 05:17:00,5
537,233,view,2023-06-01 05:18:00,4
445,269,view,2023-06-01 05:19:00,4
269,469,purchase,2023-06-01 05:20:00,2
367,55,click,2023-06-01 05:21:00,3
296,261,view,2023-06-01 05:22:00,3
874,219,view,2023-06-01 05:23:00,1
401,110,view,2023-06-01 05:24:00,4
170,493,wishlist,2023-06-01 05:25:00,4
216,217,wishlist,2023-06-01 05:26:00,5
156,310,click,2023-06-01 05:27:00,3
197,247,wishlist,2023-06-01 05:28:00,5
79,284,purchase,2023-06-01 05:29:00,5
603,447,purchase,2023-06-01 05:30:00,3
680,288,view,2023-06-01 05:31:00,4
927,96,view,2023-06-01 05:32:00,3
615,442,view,2023-06-01 05:33:00,3
336,479,wishlist,2023-06-01 05:34:00,4
146,482,purchase,2023-06-01 05:35:00,4
629,449,purchase,2023-06-01 05:36:00,5
923,306,click,2023-06-01 05:37:00,1
986,127,purchase,2023-06-01 05:38:00,5
62,491,click,2023-06-01 05:39:00,4
45,236,click,2023-06-01 05:40:00,4
538,372,view,2023-06-01 05:41:00,5
195,57,view,2023-06-01 05:42:00,5
41,207,view,2023-06-01 05:43:00,5
598,238,view,2023-06-01 05:44:00,2
814,207,purchase,2023-06-01 05:45:00,5
574,269,view,2023-06-01 05:46:00,4
47,268,view,2023-06-01 05:47:00,5
253,65,view,2023-06-01 05:48:00,3
436,334,click,2023-06-01 05:49:00,5
883,160,purchase,2023-06-01 05:50:00,4
778,394,click,2023-06-01 05:51:00,2
529,54,wishlist,2023-06-01 05:52:00,2
240,371,view,2023-06-01 05:53:00,4
483,244,click,2023-06-01 05:54:00,5
666,16,view,2023-06-01 05:55:00,5
425,218,purchase,2023-06-01 05:56:00,5
303,250,click,2023-06-01 05:57:00,4
690,410,view,2023-06-01 05:58:00,2
450,23,click,2023-06-01 05:59:00,5
992,232,view,2023-06-01 06:00:00,5
415,300,view,2023-06-01 06:01:00,4
952,355,purchase,2023-06-01 06:02:00,5
413,55,wishlist,2023-06-01 06:03:00,5
728,442,view,2023-06-01 06:04:00,1
550,75,wishlist,2023-06-01 06:05:00,5
755,328,view,2023-06-01 06:06:00,4
436,128,wishlist,2023-06-01 06:08:00,4
267,314,purchase,2023-06-01 06:09:00,1
147,435,view,2023-06-01 06:10:00,2
305,193,view,2023-06-01 06:11:00,4
419,307,purchase,2023-06-01 06:12:00,1
826,269,view,2023-06-01 06:13:00,5
865,153,purchase,2023-06-01 06:14:00,5
497,112,view,2023-06-01 06:15:00,2
513,80,click,2023-06-01 06:16:00,3
901,489,wishlist,2023-06-01 06:17:00,4
184,499,view,2023-06-01 06:18:00,4
828,131,view,2023-06-01 06:19:00,4
425,380,view,2023-06-01 06:20:00,5
524,223,view,2023-06-01 06:21:00,1
310,477,purchase,2023-06-01 06:22:00,2
422,6,view,2023-06-01 06:23:00,5
87,359,view,2023-06-01 06:24:00,4
141,293,purchase,2023-06-01 06:25:00,3
37,94,view,2023-06-01 06:26:00,4
979,225,click,2023-06-01 06:27:00,5
818,440,view,2023-06-01 06:28:00,5
355,355,click,2023-06-01 06:29:00,4
532,451,view,2023-06-01 06:30:00,4
313,361,view,2023-06-01 06:31:00,3
502,231,view,2023-06-01 06:32:00,4
417,424,view,2023-06-01 06:33:00,3
83,388,wishlist,2023-06-01 06:34:00,3
311,297,click,2023-06-01 06:35:00,4
995,160,view,2023-06-01 06:36:00,4
426,247,view,2023-06-01 06:37:00,3
343,324,view,2023-06-01 06:38:00,3
657,270,purchase,2023-06-01 06:39:00,4
536,477,purchase,2023-06-01 06:40:00,4
582,472,view,2023-06-01 06:41:00,4
679,471,view,2023-06-01 06:42:00,1
297,56,purchase,2023-06-01 06:43:00,4
732,413,purchase,2023-06-01 06:44:00,5
524,417,view,2023-06-01 06:45:00,4
125,170,view,2023-06-01 06:46:00,5
348,204,click,2023-06-01 06:47:00,3
537,75,purchase,2023-06-01 06:48:00,2
159,199,view,2023-06-01 06:49:00,3
984,295,view,2023-06-01 06:50:00,3
974,229,click,2023-06-01 06:51:00,5
894,120,wishlist,2023-06-01 06:52:00,4
167,115,view,2023-06-01 06:53:00,5
274,211,view,2023-06-01 06:54:00,4
656,354,purchase,2023-06-01 06:55:00,4
592,191,purchase,2023-06-01 06:56:00,4
184,250,view,2023-06-01 06:57:00,3
162,298,wishlist,2023-06-01 06:58:00,3
505,38,purchase,2023-06-01 06:59:00,2
720,319,view,2023-06-01 07:00:00,5
490,135,view,2023-06-01 07:01:00,3
807,39,click,2023-06-01 07:02:00,1
731,26,view,2023-06-01 07:03:00,4
159,209,view,2023-06-01 07:04:00,4
127,41,view,2023-06-01 07:05:00,5
275,47,wishlist,2023-06-01 07:06:00,3
222,92,click,2023-06-01 07:07:00,5
351,246,purchase,2023-06-01 07:08:00,1
696,50,view,2023-06-01 07:10:00,4
891,331,view,2023-06-01 07:11:00,2
535,434,view,2023-06-01 07:12:00,4
302,105,purchase,2023-06-01 07:13:00,5
778,34,view,2023-06-01 07:14:00,4
708,163,view,2023-06-01 07:15:00,3
200,476,purchase,2023-06-01 07:16:00,4
571,105,click,2023-06-01 07:17:00,4
948,413,purchase,2023-06-01 07:18:00,1
867,212,view,2023-06-01 07:19:00,3
929,417,view,2023-06-01 07:20:00,3
178,123,purchase,2023-06-01 07:21:00,4
613,458,view,2023-06-01 07:22:00,5
558,53,view,2023-06-01 07:23:00,3
276,277,click,2023-06-01 07:24:00,4
571,44,view,2023-06-01 07:25:00,3
98,417,view,2023-06-01 07:26:00,4
104,3,click,2023-06-01 07:27:00,5
860,263,purchase,2023-06-01 07:28:00,4
331,203,view,2023-06-01 07:29:00,1
641,342,view,2023-06-01 07:30:00,3
70,121,view,2023-06-01 07:31:00,2
13,484,click,2023-06-01 07:32:00,4
515,46,purchase,2023-06-01 07:33:00,5
502,168,purchase,2023-06-01 07:34:00,3
633,401,view,2023-06-01 07:35:00,2
528,390,view,2023-06-01 07:36:00,5
590,261,view,2023-06-01 07:37:00,4
744,105,purchase,2023-06-01 07:38:00,5
654,82,view,2023-06-01 07:39:00,4
468,230,view,2023-06-01 07:40:00,5
315,366,purchase,2023-06-01 07:41:00,2
417,310,view,2023-06-01 07:42:00,3
771,429,view,2023-06-01 07:43:00,3
929,347,view,2023-06-01 07:44:00,3
308,174,view,2023-06-01 07:46:00,3
566,351,view,2023-06-01 07:47:00,5
692,387,wishlist,2023-06-01 07:48:00,3
418,293,wishlist,2023-06-01 07:49:00,4
175,395,click,2023-06-01 07:50:00,5
514,313,view,2023-06-01 07:51:00,5
763,314,view,2023-06-01 07:52:00,5
162,328,view,2023-06-01 07:53:00,5
455,411,view,2023-06-01 07:54:00,4
886,422,view,2023-06-01 07:55:00,4
616,442,view,2023-06-01 07:56:00,4
712,381,view,2023-06-01 07:57:00,4
563,261,purchase,2023-06-01 07:58:00,3
888,449,purchase,2023-06-01 07:59:00,5
608,221,view,2023-06-01 08:00:00,4
464,322,click,2023-06-01 08:01:00,2
171,377,view,2023-06-01 08:02:00,5
220,83,view,2023-06-01 08:03:00,1
250,130,view,2023-06-01 08:05:00,5
821,208,purchase,2023-06-01 08:06:00,4
551,374,view,2023-06-01 08:07:00,5
107,372,purchase,2023-06-01 08:08:00,4
350,417,purchase,2023-06-01 08:09:00,3
556,56,purchase,2023-06-01 08:10:00,5
113,261,click,2023-06-01 08:11:00,4
507,289,view,2023-06-01 08:12:00,5
779,442,click,2023-06-01 08:13:00,2
928,349,purchase,2023-06-01 08:14:00,4
478,296,purchase,2023-06-01 08:15:00,3
46,315,view,2023-06-01 08:16:00,5
829,145,view,2023-06-01 08:17:00,2
213,174,view,2023-06-01 08:18:00,1
402,52,click,2023-06-01 08:19:00,4
758,484,purchase,2023-06-01 08:20:00,5
994,226,view,2023-06-01 08:21:00,4
841,382,click,2023-06-01 08:22:00,4
610,294,purchase,2023-06-01 08:23:00,4
552,122,wishlist,2023-06-01 08:24:00,4
514,224,purchase,2023-06-01 08:25:00,2
619,195,click,2023-06-01 08:26:00,4
686,32,view,2023-06-01 08:27:00,2
97,203,click,2023-06-01 08:28:00,4
25,479,view,2023-06-01 08:29:00,2
813,222,click,2023-06-01 08:30:00,4
938,122,click,2023-06-01 08:31:00,5
380,335,click,2023-06-01 08:32:00,3
15,32,view,2023-06-01 08:33:00,4
869,16,wishlist,2023-06-01 08:34:00,5
382,85,view,2023-06-01 08:35:00,1
224,9,view,2023-06-01 08:36:00,5
508,494,view,2023-06-01 08:37:00,4
30,21,view,2023-06-01 08:38:00,4
844,132,view,2023-06-01 08:39:00,5
80,471,click,2023-06-01 08:40:00,1
343,150,wishlist,2023-06-01 08:41:00,5
25,120,purchase,2023-06-01 08:42:00,3
93,29,view,2023-06-01 08:43:00,5
126,174,view,2023-06-01 08:44:00,5
773,22,purchase,2023-06-01 08:45:00,5
83,235,purchase,2023-06-01 08:46:00,1
793,266,view,2023-06-01 08:47:00,3
393,438,view,2023-06-01 08:48:00,3
991,56,view,2023-06-01 08:49:00,5
895,221,view,2023-06-01 08:50:00,3
336,214,view,2023-06-01 08:51:00,5
867,329,view,2023-06-01 08:52:00,4
718,41,view,2023-06-01 08:53:00,4
587,219,view,2023-06-01 08:54:00,4
836,403,click,2023-06-01 08:55:00,4
63,149,view,2023-06-01 08:56:00,5
535,383,wishlist,2023-06-01 08:57:00,5
969,443,view,2023-06-01 08:58:00,4
418,39,view,2023-06-01 08:59:00,4
610,206,click,2023-06-01 09:00:00,5
572,244,click,2023-06-01 09:01:00,5
486,427,purchase,2023-06-01 09:02:00,4
770,165,view,2023-06-01 09:03:00,3
379,179,purchase,2023-06-01 09:04:00,4
793,251,purchase,2023-06-01 09:05:00,5
578,490,view,2023-06-01 09:06:00,4
604,457,view,2023-06-01 09:07:00,5
645,422,view,2023-06-01 09:08:00,5
803,350,purchase,2023-06-01 09:09:00,4
893,110,view,2023-06-01 09:10:00,3
948,391,view,2023-06-01 09:11:00,1
104,74,click,2023-06-01 09:12:00,3
964,415,view,2023-06-01 09:13:00,3
292,392,view,2023-06-01 09:15:00,5
410,39,wishlist,2023-06-01 09:16:00,5
698,170,view,2023-06-01 09:17:00,4
875,9,click,2023-06-01 09:18:00,4
64,65,click,2023-06-01 09:19:00,1
702,161,wishlist,2023-06-01 09:20:00,4
455,77,wishlist,2023-06-01 09:21:00,1
143,135,purchase,2023-06-01 09:22:00,5
711,391,click,2023-06-01 09:23:00,3
636,37,view,2023-06-01 09:24:00,4
857,304,click,2023-06-01 09:25:00,3
17,266,view,2023-06-01 09:26:00,5
376,62,click,2023-06-01 09:27:00,4
705,248,purchase,2023-06-01 09:28:00,4
252,154,wishlist,2023-06-01 09:29:00,4
871,286,purchase,2023-06-01 09:30:00,5
936,328,click,2023-06-01 09:31:00,4
989,153,view,2023-06-01 09:32:00,2
895,24,wishlist,2023-06-01 09:33:00,5
258,463,view,2023-06-01 09:34:00,4
243,125,purchase,2023-06-01 09:35:00,3
878,247,view,2023-06-01 09:36:00,5
603,21,view,2023-06-01 09:37:00,4
740,365,view,2023-06-01 09:38:00,4
939,364,view,2023-06-01 09:39:00,2
948,48,click,2023-06-01 09:40:00,3
852,349,view,2023-06-01 09:41:00,5
713,133,view,2023-06-01 09:42:00,2
538,420,click,2023-06-01 09:43:00,4
446,493,wishlist,2023-06-01 09:44:00,4
103,427,wishlist,2023-06-01 09:45:00,5
916,265,purchase,2023-06-01 09:46:00,4
174,77,view,2023-06-01 09:47:00,4
997,280,purchase,2023-06-01 09:48:00,4
232,385,purchase,2023-06-01 09:49:00,5
23,57,view,2023-06-01 09:50:00,1
797,58,view,2023-06-01 09:51:00,4
685,100,view,2023-06-01 09:52:00,5
368,452,purchase,2023-06-01 09:53:00,5
981,372,click,2023-06-01 09:54:00,5
176,470,view,2023-06-01 09:55:00,4
642,123,view,2023-06-01 09:56:00,3
347,238,wishlist,2023-06-01 09:57:00,5
400,163,view,2023-06-01 09:58:00,5
813,403,view,2023-06-01 09:59:00,5
239,41,view,2023-06-01 10:00:00,1
990,491,purchase,2023-06-01 10:01:00,5
380,358,view,2023-06-01 10:02:00,5
321,203,click,2023-06-01 10:03:00,4
402,264,view,2023-06-01 10:04:00,5
414,400,click,2023-06-01 10:05:00,5
139,365,wishlist,2023-06-01 10:06:00,5
915,26,view,2023-06-01 10:07:00,5
534,427,view,2023-06-01 10:08:00,5
476,143,click,2023-06-01 10:09:00,5
322,98,view,2023-06-01 10:10:00,5
720,174,view,2023-06-01 10:11:00,3
173,298,purchase,2023-06-01 10:12:00,4
270,486,click,2023-06-01 10:13:00,5
254,85,purchase,2023-06-01 10:14:00,4
124,430,view,2023-06-01 10:15:00,3
586,110,click,2023-06-01 10:16:00,5
850,316,view,2023-06-01 10:17:00,5
247,261,wishlist,2023-06-01 10:18:00,2
377,313,click,2023-06-01 10:19:00,3
550,209,wishlist,2023-06-01 10:20:00,5
424,383,view,2023-06-01 10:21:00,5
273,404,click,2023-06-01 10:22:00,4
81,45,purchase,2023-06-01 10:23:00,4
391,107,view,2023-06-01 10:24:00,5
432,243,click,2023-06-01 10:25:00,3
300,299,view,2023-06-01 10:26:00,3
809,17,view,2023-06-01 10:27:00,5
697,440,click,2023-06-01 10:28:00,3
184,248,purchase,2023-06-01 10:29:00,5
160,136,purchase,2023-06-01 10:30:00,5
970,66,view,2023-06-01 10:31:00,3
914,465,click,2023-06-01 10:32:00,5
179,316,click,2023-06-01 10:33:00,5
196,325,wishlist,2023-06-01 10:34:00,3
163,493,click,2023-06-01 10:35:00,5
935,298,view,2023-06-01 10:36:00,4
655,124,click,2023-06-01 10:37:00,5
301,387,wishlist,2023-06-01 10:38:00,2
767,190,wishlist,2023-06-01 10:39:00,3
504,155,view,2023-06-01 10:40:00,5
72,313,view,2023-06-01 10:41:00,3
51,399,click,2023-06-01 10:42:00,4
934,207,wishlist,2023-06-01 10:43:00,2
812,424,purchase,2023-06-01 10:44:00,4
765,361,view,2023-06-01 10:45:00,3
8,82,view,2023-06-01 10:46:00,5
758,372,view,2023-06-01 10:47:00,4
606,399,purchase,2023-06-01 10:48:00,4
574,60,view,2023-06-01 10:49:00,3
209,358,view,2023-06-01 10:50:00,3
