user_id,country,total_interactions,num_products_interacted,avg_rating_given,most_common_interaction,count_click,count_purchase,count_view,count_wishlist,days_since_signup,days_since_last_interaction,account_age_days,preferred_category,avg_product_price,engagement_score
32,USA,4.0,4.0,3.75,view,1.0,1.0,2.0,0.0,153,0.0,153,Home,333.6292422597852,0.2857142857142857
33,Canada,3.0,3.0,3.3333333333333335,click,1.0,1.0,1.0,0.0,153,1.0,153,Books,233.73857855605624,0.21428571428571427
34,India,3.0,3.0,3.6666666666666665,view,0.0,1.0,2.0,0.0,153,1.0,153,Books,279.6291291175728,0.21428571428571427
35,India,4.0,4.0,4.5,view,0.0,1.0,2.0,1.0,153,0.0,153,Clothing,399.895228814913,0.2857142857142857
36,Canada,3.0,3.0,5.0,view,0.0,0.0,2.0,1.0,153,0.0,153,Books,370.7582183214963,0.21428571428571427
37,UK,7.0,7.0,3.4285714285714284,view,1.0,1.0,4.0,1.0,152,0.0,152,Sports,261.0711291975454,0.5
38,UK,4.0,4.0,3.75,click,2.0,0.0,1.0,1.0,152,0.0,152,Books,351.9185935558373,0.2857142857142857
39,USA,5.0,5.0,3.2,click,3.0,2.0,0.0,0.0,152,0.0,152,Clothing,305.40605310392294,0.35714285714285715
40,India,4.0,4.0,4.25,click,1.0,1.0,1.0,1.0,152,1.0,152,Books,243.44718585836802,0.2857142857142857
41,Canada,7.0,7.0,4.142857142857143,view,0.0,0.0,7.0,0.0,152,0.0,152,Books,158.14734101659477,0.5
42,India,3.0,3.0,4.666666666666667,click,1.0,0.0,1.0,1.0,152,0.0,152,Home,430.38495870694396,0.21428571428571427
43,Canada,4.0,4.0,3.25,view,0.0,1.0,3.0,0.0,152,0.0,152,Sports,369.90988390656236,0.2857142857142857
44,USA,,,,,,,,,152,,152,,,
45,Germany,4.0,4.0,4.0,click,2.0,2.0,0.0,0.0,152,0.0,152,Clothing,294.34393874749236,0.2857142857142857
46,Germany,7.0,7.0,4.142857142857143,view,2.0,1.0,4.0,0.0,152,0.0,152,Clothing,336.12254534599543,0.5
47,Canada,5.0,5.0,4.2,view,1.0,0.0,3.0,1.0,152,0.0,152,Books,297.3828325607981,0.35714285714285715
48,Canada,9.0,9.0,4.333333333333333,view,2.0,2.0,3.0,2.0,152,0.0,152,Clothing,234.10687684391644,0.6428571428571429
49,Germany,4.0,4.0,5.0,view,1.0,0.0,3.0,0.0,152,1.0,152,Clothing,260.96150566659685,0.2857142857142857
50,Germany,7.0,7.0,3.7142857142857144,click,3.0,1.0,3.0,0.0,152,0.0,152,Sports,245.69654689620901,0.5
51,Canada,6.0,6.0,3.5,view,2.0,0.0,3.0,1.0,152,0.0,152,Clothing,273.5678727329301,0.42857142857142855
52,India,6.0,6.0,3.6666666666666665,click,2.0,2.0,2.0,0.0,152,0.0,152,Books,366.0392443431543,0.42857142857142855
53,Canada,3.0,3.0,4.333333333333333,view,0.0,0.0,3.0,0.0,152,0.0,152,Clothing,307.7620276937014,0.21428571428571427
54,Canada,5.0,5.0,3.8,wishlist,1.0,1.0,1.0,2.0,152,0.0,152,Electronics,272.4757562448725,0.35714285714285715
55,USA,3.0,3.0,3.0,purchase,0.0,2.0,0.0,1.0,152,0.0,152,Clothing,202.5573683762453,0.21428571428571427
56,Germany,5.0,5.0,3.2,purchase,0.0,2.0,1.0,2.0,152,0.0,152,Books,254.1751831938546,0.35714285714285715
57,UK,5.0,5.0,2.4,view,1.0,0.0,4.0,0.0,152,0.0,152,Clothing,368.3353348532071,0.35714285714285715
58,India,5.0,5.0,4.0,view,1.0,0.0,4.0,0.0,152,0.0,152,Electronics,256.5796644714786,0.35714285714285715
59,Germany,6.0,6.0,4.5,view,1.0,1.0,2.0,2.0,152,0.0,152,Books,304.0627940135254,0.42857142857142855
60,India,2.0,2.0,3.0,view,0.0,0.0,2.0,0.0,152,0.0,152,Books,348.20492938393954,0.14285714285714285
61,Germany,3.0,3.0,3.3333333333333335,click,1.0,1.0,1.0,0.0,151,1.0,151,Books,220.30339441014425,0.21428571428571427
62,India,6.0,6.0,3.1666666666666665,view,2.0,1.0,3.0,0.0,151,1.0,151,Home,284.0959782734131,0.42857142857142855
63,Canada,6.0,6.0,4.166666666666667,view,1.0,1.0,2.0,2.0,151,0.0,151,Books,243.07068003194664,0.42857142857142855
64,Canada,4.0,4.0,3.75,click,2.0,0.0,2.0,0.0,151,0.0,151,Books,275.11589264338943,0.2857142857142857
65,Germany,1.0,1.0,5.0,view,0.0,0.0,1.0,0.0,151,2.0,151,Home,139.86763252389218,0.07142857142857142
66,USA,10.0,10.0,4.1,click,4.0,1.0,4.0,1.0,151,0.0,151,Home,348.3721969323151,0.7142857142857143
67,Canada,4.0,4.0,3.75,click,2.0,1.0,0.0,1.0,151,0.0,151,Electronics,327.81757425589035,0.2857142857142857
68,Germany,7.0,7.0,4.285714285714286,purchase,1.0,4.0,2.0,0.0,151,0.0,151,Clothing,301.272762710876,0.5
69,India,7.0,7.0,4.428571428571429,purchase,1.0,3.0,1.0,2.0,151,0.0,151,Books,227.48210168028078,0.5
70,UK,4.0,4.0,3.75,view,1.0,0.0,3.0,0.0,151,0.0,151,Books,185.9707055556918,0.2857142857142857
71,India,6.0,6.0,3.1666666666666665,click,2.0,2.0,2.0,0.0,151,0.0,151,Books,428.55473737949455,0.42857142857142855
72,USA,8.0,8.0,3.875,view,1.0,2.0,5.0,0.0,151,0.0,151,Clothing,193.90629421616734,0.5714285714285714
73,UK,6.0,6.0,3.8333333333333335,view,1.0,1.0,2.0,2.0,151,0.0,151,Electronics,298.8423661243825,0.42857142857142855
74,Canada,4.0,4.0,4.0,view,1.0,0.0,3.0,0.0,151,0.0,151,Books,184.59059796598908,0.2857142857142857
75,India,6.0,6.0,4.0,click,4.0,1.0,0.0,1.0,151,0.0,151,Books,327.7917181033847,0.42857142857142855
76,Canada,1.0,1.0,5.0,purchase,0.0,1.0,0.0,0.0,151,2.0,151,Books,161.33267899356417,0.07142857142857142
77,India,2.0,2.0,2.0,click,1.0,0.0,1.0,0.0,151,1.0,151,Clothing,71.6007217034682,0.14285714285714285
78,India,2.0,2.0,3.5,purchase,0.0,2.0,0.0,0.0,151,2.0,151,Books,73.00764389787669,0.14285714285714285
79,UK,9.0,9.0,4.666666666666667,view,0.0,3.0,5.0,1.0,151,0.0,151,Clothing,205.3216232024417,0.6428571428571429
80,Germany,9.0,9.0,3.0,click,3.0,2.0,3.0,1.0,151,0.0,151,Sports,298.79136854599653,0.6428571428571429
81,USA,7.0,7.0,3.7142857142857144,view,2.0,2.0,3.0,0.0,151,0.0,151,Electronics,233.58389983863998,0.5
82,Germany,5.0,5.0,4.6,click,2.0,2.0,1.0,0.0,151,0.0,151,Sports,204.49086898483364,0.35714285714285715
83,Canada,4.0,4.0,2.5,purchase,0.0,2.0,0.0,2.0,151,0.0,151,Home,305.50697517974953,0.2857142857142857
84,India,3.0,3.0,4.0,view,0.0,1.0,2.0,0.0,151,1.0,151,Books,205.638755355366,0.21428571428571427
85,India,5.0,5.0,4.4,click,3.0,0.0,1.0,1.0,150,0.0,150,Books,409.95999021771706,0.35714285714285715
86,UK,5.0,5.0,4.2,view,1.0,1.0,3.0,0.0,150,0.0,150,Clothing,390.31059116540416,0.35714285714285715
87,UK,4.0,4.0,4.0,view,1.0,0.0,3.0,0.0,150,0.0,150,Clothing,202.9822474380759,0.2857142857142857
88,Canada,3.0,3.0,3.6666666666666665,view,1.0,0.0,2.0,0.0,150,0.0,150,Clothing,158.8896285877561,0.21428571428571427
89,USA,8.0,8.0,3.375,view,1.0,0.0,6.0,1.0,150,0.0,150,Home,207.20321499108513,0.5714285714285714
90,USA,2.0,2.0,5.0,click,1.0,0.0,0.0,1.0,150,0.0,150,Books,154.2248352945702,0.14285714285714285
91,Canada,2.0,2.0,4.0,view,0.0,0.0,1.0,1.0,150,1.0,150,Clothing,239.7287918319029,0.14285714285714285
92,Germany,3.0,3.0,3.6666666666666665,click,1.0,1.0,1.0,0.0,150,1.0,150,Sports,278.6433492650779,0.21428571428571427
93,UK,3.0,3.0,3.3333333333333335,view,0.0,0.0,3.0,0.0,150,0.0,150,Books,202.82807767028828,0.21428571428571427
94,UK,7.0,7.0,4.0,view,0.0,1.0,4.0,2.0,150,0.0,150,Home,283.92706533199964,0.5
95,Germany,2.0,2.0,3.5,view,0.0,0.0,2.0,0.0,150,2.0,150,Clothing,60.77470751258192,0.14285714285714285
96,India,5.0,5.0,4.4,click,2.0,1.0,2.0,0.0,150,0.0,150,Clothing,371.4125515173752,0.35714285714285715
97,Germany,7.0,7.0,4.142857142857143,purchase,1.0,2.0,2.0,2.0,150,0.0,150,Clothing,253.10337224103327,0.5
98,Canada,4.0,4.0,4.0,view,0.0,1.0,3.0,0.0,150,0.0,150,Books,253.26896825588398,0.2857142857142857
99,UK,5.0,5.0,4.8,view,0.0,2.0,3.0,0.0,150,0.0,150,Books,331.5377648900836,0.35714285714285715
100,Canada,3.0,3.0,5.0,view,0.0,0.0,3.0,0.0,150,1.0,150,Clothing,373.05568817627795,0.21428571428571427
101,USA,8.0,8.0,3.125,view,1.0,0.0,7.0,0.0,150,0.0,150,Books,182.95110842673702,0.5714285714285714
102,USA,7.0,7.0,4.428571428571429,view,0.0,0.0,6.0,1.0,150,0.0,150,Books,346.5891675215643,0.5
103,USA,5.0,5.0,4.8,view,1.0,0.0,2.0,2.0,150,0.0,150,Clothing,247.0040750677802,0.35714285714285715
104,UK,5.0,5.0,4.2,click,3.0,0.0,1.0,1.0,150,1.0,150,Books,227.49726695184054,0.35714285714285715
105,UK,4.0,4.0,4.25,view,1.0,1.0,2.0,0.0,150,1.0,150,Books,206.16718275602824,0.2857142857142857
106,USA,4.0,4.0,4.0,view,0.0,0.0,3.0,1.0,150,0.0,150,Books,296.3108284716242,0.2857142857142857
107,USA,8.0,8.0,4.375,view,1.0,1.0,6.0,0.0,150,0.0,150,Home,276.9092322537013,0.5714285714285714
108,UK,5.0,5.0,3.8,click,2.0,1.0,2.0,0.0,150,0.0,150,Home,293.2309320893743,0.35714285714285715
109,Canada,4.0,4.0,3.75,view,1.0,1.0,2.0,0.0,149,0.0,149,Clothing,284.2517099433559,0.2857142857142857
110,UK,3.0,3.0,3.3333333333333335,click,2.0,0.0,1.0,0.0,149,0.0,149,Books,132.49696110266456,0.21428571428571427
111,Germany,5.0,5.0,3.8,view,1.0,1.0,2.0,1.0,149,0.0,149,Clothing,265.69948372817595,0.35714285714285715
112,India,3.0,3.0,4.333333333333333,purchase,0.0,2.0,1.0,0.0,149,0.0,149,Electronics,288.7058991836984,0.21428571428571427
113,Canada,3.0,3.0,3.3333333333333335,view,1.0,0.0,2.0,0.0,149,0.0,149,Books,391.83254719386883,0.21428571428571427
114,Canada,4.0,4.0,3.25,wishlist,0.0,1.0,0.0,3.0,149,1.0,149,Clothing,338.37846454592994,0.2857142857142857
115,UK,6.0,6.0,3.1666666666666665,view,0.0,1.0,5.0,0.0,149,0.0,149,Books,174.53734897360823,0.42857142857142855
116,Canada,2.0,2.0,3.0,view,0.0,0.0,2.0,0.0,149,0.0,149,Clothing,147.89440237264634,0.14285714285714285
117,UK,1.0,1.0,3.0,view,0.0,0.0,1.0,0.0,149,2.0,149,Sports,447.9353290320369,0.07142857142857142
118,Canada,4.0,4.0,3.25,view,1.0,0.0,3.0,0.0,149,1.0,149,Home,299.4230966897501,0.2857142857142857
119,Canada,4.0,4.0,5.0,view,1.0,0.0,2.0,1.0,149,0.0,149,Books,280.2296062247527,0.2857142857142857
120,Germany,7.0,7.0,3.2857142857142856,view,2.0,0.0,3.0,2.0,149,0.0,149,Clothing,256.44674758009126,0.5
121,Germany,4.0,4.0,3.25,view,1.0,1.0,2.0,0.0,149,0.0,149,Electronics,166.60566306588223,0.2857142857142857
122,Germany,3.0,3.0,4.0,view,1.0,0.0,2.0,0.0,149,0.0,149,Books,157.0002548986083,0.21428571428571427
123,India,3.0,3.0,3.6666666666666665,view,1.0,0.0,2.0,0.0,149,0.0,149,Books,314.90180684962166,0.21428571428571427
124,UK,8.0,8.0,3.625,view,0.0,2.0,5.0,1.0,149,0.0,149,Clothing,221.27496347947985,0.5714285714285714
125,UK,4.0,4.0,4.0,view,1.0,0.0,3.0,0.0,149,0.0,149,Books,436.67723536369886,0.2857142857142857
126,UK,4.0,4.0,4.75,wishlist,0.0,1.0,1.0,2.0,149,2.0,149,Electronics,264.04962913628975,0.2857142857142857
127,India,3.0,3.0,5.0,purchase,0.0,1.0,1.0,1.0,149,2.0,149,Clothing,119.9578399109672,0.21428571428571427
128,UK,5.0,5.0,3.6,click,2.0,1.0,2.0,0.0,149,1.0,149,Books,133.18821822127356,0.35714285714285715
129,Germany,9.0,9.0,3.5555555555555554,click,4.0,2.0,2.0,1.0,149,0.0,149,Home,212.78654159439327,0.6428571428571429
130,Germany,4.0,4.0,3.75,view,1.0,1.0,2.0,0.0,149,1.0,149,Books,340.2553852218512,0.2857142857142857
131,USA,5.0,5.0,4.2,view,0.0,1.0,4.0,0.0,149,0.0,149,Sports,382.5053519621016,0.35714285714285715
132,India,8.0,8.0,3.125,view,1.0,1.0,3.0,3.0,149,0.0,149,Books,267.9440679610933,0.5714285714285714
133,UK,9.0,9.0,3.0,view,2.0,2.0,4.0,1.0,148,0.0,148,Clothing,218.11107787188666,0.6428571428571429
134,USA,8.0,8.0,4.125,purchase,2.0,3.0,3.0,0.0,148,0.0,148,Sports,334.4169482020419,0.5714285714285714
135,UK,7.0,7.0,3.857142857142857,view,1.0,1.0,4.0,1.0,148,0.0,148,Books,321.2883210925183,0.5
136,UK,3.0,3.0,4.333333333333333,click,1.0,1.0,1.0,0.0,148,0.0,148,Books,295.7952396537806,0.21428571428571427
137,Germany,,,,,,,,,148,,148,,,
138,India,2.0,2.0,3.0,click,1.0,0.0,1.0,0.0,148,1.0,148,Books,289.04113628963427,0.14285714285714285
139,Canada,4.0,4.0,4.75,click,2.0,0.0,1.0,1.0,148,0.0,148,Electronics,219.37119572971577,0.2857142857142857
140,USA,5.0,5.0,4.2,view,1.0,0.0,4.0,0.0,148,0.0,148,Books,146.89542904812544,0.35714285714285715
141,USA,2.0,2.0,3.0,click,1.0,1.0,0.0,0.0,148,2.0,148,Clothing,235.45732813161615,0.14285714285714285
142,India,5.0,5.0,4.0,click,2.0,1.0,2.0,0.0,148,0.0,148,Electronics,286.46895113461085,0.35714285714285715
143,Germany,7.0,7.0,4.285714285714286,view,0.0,1.0,5.0,1.0,148,0.0,148,Books,276.2160664461707,0.5
144,India,6.0,6.0,3.8333333333333335,wishlist,1.0,0.0,2.0,3.0,148,0.0,148,Clothing,326.94151344031684,0.42857142857142855
145,Canada,11.0,11.0,3.727272727272727,view,0.0,5.0,6.0,0.0,148,0.0,148,Clothing,240.10374754939687,0.7857142857142857
146,India,4.0,4.0,4.5,view,0.0,1.0,2.0,1.0,148,0.0,148,Books,335.455008676527,0.2857142857142857
147,India,5.0,5.0,3.4,view,0.0,1.0,4.0,0.0,148,0.0,148,Electronics,203.9428891822923,0.35714285714285715
148,USA,4.0,4.0,4.5,purchase,1.0,2.0,1.0,0.0,148,0.0,148,Books,240.74175418040886,0.2857142857142857
149,India,3.0,3.0,3.6666666666666665,view,0.0,0.0,3.0,0.0,148,0.0,148,Home,204.7537744142697,0.21428571428571427
150,Germany,5.0,5.0,4.6,purchase,0.0,4.0,1.0,0.0,148,0.0,148,Books,92.00773323834588,0.35714285714285715
151,UK,10.0,10.0,3.1,purchase,3.0,5.0,2.0,0.0,148,0.0,148,Home,298.72577229057873,0.7142857142857143
152,USA,5.0,5.0,3.6,purchase,1.0,2.0,1.0,1.0,148,0.0,148,Books,191.58296994911353,0.35714285714285715
153,Canada,5.0,5.0,4.2,view,0.0,1.0,4.0,0.0,148,0.0,148,Books,254.8897737397305,0.35714285714285715
154,Germany,7.0,7.0,4.142857142857143,click,3.0,1.0,2.0,1.0,148,0.0,148,Clothing,215.77237359309282,0.5
155,UK,5.0,5.0,4.2,view,0.0,2.0,3.0,0.0,148,0.0,148,Clothing,268.94893923845893,0.35714285714285715
156,Canada,5.0,5.0,4.0,wishlist,1.0,1.0,1.0,2.0,148,0.0,148,Clothing,372.27082520402075,0.35714285714285715
157,India,4.0,4.0,4.5,purchase,0.0,2.0,2.0,0.0,147,0.0,147,Clothing,235.5452372121643,0.2857142857142857
158,India,3.0,3.0,3.3333333333333335,wishlist,0.0,0.0,1.0,2.0,147,0.0,147,Home,300.9101134709038,0.21428571428571427
159,UK,7.0,7.0,3.5714285714285716,view,0.0,1.0,6.0,0.0,147,0.0,147,Sports,307.0751098078981,0.5
160,USA,3.0,3.0,4.0,purchase,0.0,1.0,1.0,1.0,147,0.0,147,Sports,378.487440057518,0.21428571428571427
161,USA,4.0,4.0,3.75,view,0.0,1.0,3.0,0.0,147,0.0,147,Books,269.7626480827252,0.2857142857142857
162,India,6.0,6.0,4.166666666666667,view,1.0,0.0,4.0,1.0,147,1.0,147,Home,157.44177984646277,0.42857142857142855
163,Canada,6.0,6.0,4.333333333333333,view,1.0,0.0,3.0,2.0,147,0.0,147,Electronics,248.06785550693283,0.42857142857142855
164,Germany,3.0,3.0,4.333333333333333,view,0.0,1.0,2.0,0.0,147,0.0,147,Electronics,167.87600100302743,0.21428571428571427
165,USA,8.0,8.0,3.625,view,1.0,1.0,6.0,0.0,147,0.0,147,Books,263.8259685180904,0.5714285714285714
166,USA,10.0,10.0,3.9,view,2.0,1.0,4.0,3.0,147,0.0,147,Sports,255.6734596332454,0.7142857142857143
167,UK,5.0,5.0,4.4,view,1.0,0.0,3.0,1.0,147,0.0,147,Home,201.48071877805916,0.35714285714285715
168,India,7.0,7.0,4.142857142857143,view,1.0,1.0,5.0,0.0,147,0.0,147,Books,282.2071528191495,0.5
169,Canada,4.0,4.0,3.75,view,0.0,0.0,4.0,0.0,147,0.0,147,Books,266.12931052778083,0.2857142857142857
170,UK,4.0,4.0,3.75,wishlist,1.0,0.0,1.0,2.0,147,0.0,147,Books,258.3444333255502,0.2857142857142857
171,Germany,5.0,5.0,3.4,view,0.0,0.0,3.0,2.0,147,0.0,147,Books,273.8633322263218,0.35714285714285715
172,Canada,5.0,5.0,3.6,view,1.0,0.0,3.0,1.0,147,0.0,147,Clothing,269.0458582262083,0.35714285714285715
173,Canada,2.0,2.0,3.5,purchase,0.0,1.0,1.0,0.0,147,2.0,147,Clothing,423.0458414543219,0.14285714285714285
174,UK,5.0,5.0,4.8,view,0.0,1.0,3.0,1.0,147,0.0,147,Books,194.36431630694332,0.35714285714285715
175,Canada,3.0,3.0,3.6666666666666665,click,1.0,1.0,0.0,1.0,147,1.0,147,Clothing,109.08686429669604,0.21428571428571427
176,UK,3.0,3.0,3.3333333333333335,view,0.0,0.0,3.0,0.0,147,1.0,147,Electronics,238.73270078214986,0.21428571428571427
177,India,2.0,2.0,3.0,view,0.0,0.0,2.0,0.0,147,1.0,147,Sports,418.59969418182567,0.14285714285714285
178,India,8.0,8.0,3.875,purchase,2.0,4.0,2.0,0.0,147,1.0,147,Books,350.5433234127123,0.5714285714285714
179,UK,3.0,3.0,4.666666666666667,purchase,1.0,2.0,0.0,0.0,147,0.0,147,Clothing,263.71767354044556,0.21428571428571427
180,Canada,5.0,5.0,3.4,click,2.0,0.0,2.0,1.0,147,0.0,147,Home,229.13533283644824,0.35714285714285715
181,Germany,,,,,,,,,146,,146,,,
182,Germany,5.0,5.0,3.6,view,1.0,1.0,2.0,1.0,146,0.0,146,Sports,296.3726920203604,0.35714285714285715
183,Canada,7.0,7.0,3.857142857142857,view,1.0,2.0,4.0,0.0,146,0.0,146,Home,111.51733220172993,0.5
184,Canada,7.0,7.0,3.2857142857142856,view,0.0,2.0,5.0,0.0,146,0.0,146,Books,202.98820456714856,0.5
185,India,8.0,8.0,4.125,wishlist,1.0,2.0,2.0,3.0,146,0.0,146,Clothing,235.01939293355053,0.5714285714285714
186,Canada,8.0,8.0,3.375,view,1.0,0.0,6.0,1.0,146,0.0,146,Books,178.67535633001543,0.5714285714285714
187,UK,3.0,3.0,3.6666666666666665,view,0.0,1.0,2.0,0.0,146,0.0,146,Clothing,140.5432316055216,0.21428571428571427
188,UK,7.0,7.0,3.7142857142857144,view,0.0,1.0,3.0,3.0,146,0.0,146,Books,335.8048595234367,0.5
189,India,7.0,7.0,4.0,view,1.0,1.0,4.0,1.0,146,0.0,146,Clothing,312.06378438892006,0.5
190,India,4.0,4.0,4.0,click,2.0,0.0,2.0,0.0,146,0.0,146,Sports,328.7481149197155,0.2857142857142857
191,Germany,4.0,4.0,2.75,purchase,0.0,3.0,1.0,0.0,146,1.0,146,Books,255.31342000185447,0.2857142857142857
192,USA,4.0,4.0,3.75,click,2.0,1.0,1.0,0.0,146,0.0,146,Clothing,161.27810564738414,0.2857142857142857
193,Canada,5.0,5.0,4.4,view,0.0,0.0,5.0,0.0,146,1.0,146,Clothing,297.8152428875064,0.35714285714285715
194,Canada,5.0,5.0,4.6,view,0.0,0.0,4.0,1.0,146,0.0,146,Books,194.61102549850204,0.35714285714285715
195,Germany,3.0,3.0,4.333333333333333,view,0.0,0.0,2.0,1.0,146,0.0,146,Home,262.46356894149625,0.21428571428571427
196,Canada,6.0,6.0,3.8333333333333335,view,0.0,1.0,4.0,1.0,146,0.0,146,Home,237.76444294128962,0.42857142857142855
197,USA,10.0,10.0,4.0,click,4.0,2.0,3.0,1.0,146,1.0,146,Electronics,314.56800469353846,0.7142857142857143
198,Canada,6.0,6.0,2.8333333333333335,view,1.0,2.0,3.0,0.0,146,0.0,146,Home,224.4459056955127,0.42857142857142855
199,UK,4.0,4.0,4.0,click,2.0,2.0,0.0,0.0,146,0.0,146,Books,346.8829264125215,0.2857142857142857
200,Canada,5.0,5.0,3.6,click,2.0,1.0,2.0,0.0,146,0.0,146,Home,284.3487318656015,0.35714285714285715
201,Germany,7.0,7.0,3.857142857142857,view,2.0,1.0,4.0,0.0,146,0.0,146,Home,212.90775601517518,0.5
202,Germany,7.0,7.0,3.5714285714285716,view,1.0,0.0,5.0,1.0,146,0.0,146,Electronics,262.69556915680084,0.5
203,UK,2.0,2.0,4.5,view,0.0,0.0,1.0,1.0,146,0.0,146,Books,283.99227851299884,0.14285714285714285
204,USA,10.0,10.0,4.1,view,3.0,2.0,4.0,1.0,146,1.0,146,Clothing,256.319247998512,0.7142857142857143
205,UK,2.0,2.0,4.0,purchase,0.0,1.0,1.0,0.0,145,0.0,145,Books,351.3246152865486,0.14285714285714285
206,India,2.0,2.0,5.0,view,0.0,0.0,1.0,1.0,145,1.0,145,Clothing,382.72302303632114,0.14285714285714285
207,Germany,4.0,4.0,3.0,click,3.0,1.0,0.0,0.0,145,0.0,145,Clothing,311.2259102827224,0.2857142857142857
208,USA,4.0,4.0,4.75,view,0.0,0.0,4.0,0.0,145,0.0,145,Electronics,140.9514380481398,0.2857142857142857
209,Canada,7.0,7.0,3.857142857142857,view,2.0,0.0,5.0,0.0,145,0.0,145,Clothing,294.59598375753336,0.5
210,USA,6.0,6.0,3.3333333333333335,view,2.0,1.0,3.0,0.0,145,0.0,145,Electronics,376.6886405534959,0.42857142857142855
211,USA,1.0,1.0,5.0,click,1.0,0.0,0.0,0.0,145,2.0,145,Sports,309.6772737439608,0.07142857142857142
212,USA,5.0,5.0,3.4,click,2.0,2.0,1.0,0.0,145,0.0,145,Clothing,352.28353717641806,0.35714285714285715
213,Canada,2.0,2.0,3.0,view,0.0,0.0,1.0,1.0,145,1.0,145,Books,319.29520229383263,0.14285714285714285
